1062;The chicken must have been in the fridge for a while before it got cooked, or left out, or old.  Whatever it was, the next morning, I was running fast to the toilet.  Didn't have anything else questionable, so no doubt in my mind.  The meat was rotten and they served it anyway and for that, I will never go into any Popeye's for as long as I am not starving to DEATH!Fries were, ya know, fries and the biscuit was meh.  Don't think I will ever return.
1063;Do not place a delivery with them - very unscrupulous!I placed an order through just eat and when I called I was told they had already delivered it - to some woman. They then proceeded to argue with me and that no I wouldn't get my order and no I wouldn't get my money back. I contacted just eat - they had two orders to my building. No apologies and no explanation as to how they can have two orders and two payments and only deliver to one person. Very poor business with rude and incompetent staff. Just eat will refund my money but this place refused to redo the order as they are an hour from closing. Absolutely disgusting.Now it's late and I have to find an alternative - don't waste your time, try orderit.ca - never had such a problem with them.
1064;I wanted to order from Popeyes over by Dawes Road as I know the chicken is very good there and the staff are pretty good.  So I sent my Brother out for it over to Danforth Ave and Dawes Road but he went over to the store over at Danforth Ave and Logan ave.When he returned twenty minutes later we opened the Fries and Chicken and it was cold and it was so greasy it pooled in the bottom of the box.I immediately picked up the phone to call the store about the lousy mess the food was in.  That's when he told me he picked it up at the Logan Ave. store and that's when I knew that it was par for the course when dealing with the Popeyes at Logan Ave. The food it seems is continually BAD, DRY, GREASY.
1065;Crew very impolite!  and food is stale.I love Popeye's Chicken, but NOT at this store, ever!
1066;Decided to have Popeyes after seeing the facebook offer for a free large side with purchase of a family meal. Went in thinking there would be no issues... I was wrong. I ordered the 12 piece family meal and showed the man at the counter the email offer which states right at the top of the email "To use this offer show this email", then he refused and said they don't accept it and then said I needed a physical coupon... I went along with it and ordered anyways, asked for half spicy half mild...no spicy pieces found. Also no ketchup/hot sauce was provided... cheap location bad service... never go here.
1067;The place charged us 90 for a fish and their attitude was awful when my friends and I asked why is the name of the fish and its price not on the menu. They claim that it's just temporary and the fish (there was a whole tank of that kind of fish) will be gone by next week, that's why the cost is not on the menu and they even blamed us for not asking the price. They said it's bass but that bass is different than the bass they have on the menu so charged us a much higher amount. What a lousy excuse.After eating there all 10 of us got food poisoning. I strongly believe it is the famous cold chicken dish that we all ate and the severity of our symptoms directly correlates with how much chicken each person ate that day. I did notice there was some redness between the bones but didn't raise any concern at that time. Obviously we've reported this place to Public health.Needless to say, I strongly DO NOT RECOMMEND this place to anyone!
1068;FOOD POISON. ALL FOUR OF US.Apparently there are previous food poisonings from this restaurant, as seen on Toronto Public Health website.I wish I knew about it before going in there so that i didn't have to suffer through a WHOLE WEEK of diarrhea, fever, and nausea.THINK TWICE BEFORE YOU STEP IN HERE.
1069;You don't order Chinese delivery if you are looking to eat healthy, but this place takes greasy into a whole new realm.  I seriously question their deep fryer, or perhaps their chef - I squeezed an entire paper towel's worth of oil from a solitary chicken wing - and needed another paper towel ...Some of their dishes are okay, the prices are cheap and they seem nice enough, but there's just no justifying a meal this unhealthy.
1070;I went in around 8pm to get take out. After I made my order I was just standing there at the counter and looking through a mirror on the side that points directly at the kitchen. The guy at the cash was coughing without covering his mouth and rubbing his nose with his hand. I gave him the benefit of the doubt because he handled the money and not the food. Then I saw him go back and start cooking while the other people there that had aprons on were doing other things. I'm a very patient person so I still gave him the benefit of the doubt because I could see him using utensils.  As he was putting the food together some fell on the side and he picked it up with his hand and put it in. Then he used his whole hand and started pushing the food down so he can cover it. I told him "you handle money and I can see you touching my food". He said "I'll make you new one".  He then started speaking Chinese to the actual cook and pointed to the mirror. Needless to say, I didn't make a fuss, said no thank you and walked out.
1071;Feed the children!!! This is not good for you food, but the lunch deals are CHEAP.
1072;Ordered $50 of food for a family function.  It was horrible.  No receipt given, nothing .. all in all, very shady.  Used to be great at one time, just horrendous now.
1073;I got very sick after eating this Chinese food. It is not good food and the place is very dirty!!
1074;The absolute worst, I just cancelled didn't even get the food... over an hour waiting and I was told it is cooking and it would be another hour
1075;Ugh.Have you ever gone against your gut, screwed up royally and then thought, "Should've listened to my mother"? This meal was just like that, only it's more of a "Should've listened to my Yelp fam." THE GOOD:- The only silver living to this experience was the fortune cookies. You know the food is bad when you stop after 2-3 bites and go straight for the fortune cookies. THE BAD:- The wait time: 1 hour and 20 minutes. Seriously? There isn't even snow on the ground - what's your excuse? I was especially annoyed by this because JUST-EAT.ca quoted me a wait time of 55 minutes. - The food, to put it simply, sucks. I ordered Sweet 'n Sour Chicken Balls - my childhood favourite - and the BBQ Pork Fried Rice. The Chicken Balls were just okay. The BBQ Pork Fried Rice was literally just that: pork chunks and (overcooked) rice. What happened to all of the other fried rice-y ingredients (e.g., egg, peas, carrots) that you typically find at other establishments? It's beyond me. The delivery man left behind a m
1076;OMG. WHAT A WASTE OF MY MONEY! PLEASE DON'T WASTE YOUR MONEY,1. Sweet and Sour Chicken totally salty and drenched in so much sweet n sour it looked like it was something radioactive. The chicken felt tough and old..doubt it was prepared the same day. 2. Fried Dumpling - they gave me boiled dumplings they placed on one side in a pan for a couple minutes and burnt. I know the difference between fried and boiled dumpings. This was just boiled that they tried to pass off as fried.3. Rice had no vegetables of anything, was old and tough as well. COULDN'T EVEN FINISH THIS FOOD IT WAS SO DISGUSTING. Into the garbage it went and I ordered from somewhere else because it was my birthday and I didn't want my meal to suck. EW EW EW. NEVER will I give this place my money again.Not to mention customer service was horrendous when I called to complain about the state of my food. Their excuse was that's how they do it. UGH.
1077;First let me say that I blame myself entirely for this review as I knew what this place was like but still chose to get a cake done here.I got a custom cake done back in 2014. I wanted a Hello kitty cake with blocks that spelled my daughters name. I also had a picture that I got off the internet in which I wanted it to resemble. The cake did not resemble the photo at all.. Worse the blocks were too big for the cake and instead to start them so that they would all fit they started them in the middle so the last block was on the edge pretty much falling off.That cake cost me $250 and unfortunately when you get a cake made for an event and pick it up the day of your event you have no choice but to just grin and bare it.If you want a custom cake with bakers who are real artists call La Creme Cakes. I had a cake done by them for my sons birthday and omg! You should see the detail work and it cost me $220. It was a minion and all the people at my party were in complete awe of it.So let's fast forward to 2
1078;BE VERY CAUTIOUS: We were a frequent customer of La Cakery for the past three years, however due to their irresponsibility and unproffessionalism we will no longer be ordering anything from them ever again! I ordered a Nutella Cake for my Birthday on July 25/16 being super excited to taste a Nutella cake...how awesome is that right? When eating the cake we all noticed that there was no Nutella in the cake at all and were extremely disappointed. We messaged Tomaso on Facebook, the owner of La Cakery and he informed us that he had in fact given us the wrong cake and gave our cake to another customer which is careless. He said both cakes looked alike but the fillings were different.  I was so disappointed as all my guests and I were looking forward to a Nutella cake. Also, I really do hope that whoever picked up our cake doesn't have a hazelnut allergy as La Cakery will have another issue on their hands. Tomaso's solution was for us to return the cake which is ridiculous and he will then give us a Nutella cake i
1079;TLDR: Expensive Inedible Cakes.I bought a birthday cake off of their refrigerated glass display thinking a dedicated bakery would be better than supermarket bakeries (I was wrong). First of all, presentation of the cake was a downer. It was a pecan flavoured cake and the top of the cake didn't have any decorations. When I brought it home, the first problem I noticed was the candles were having trouble sinking into the cake. Secondly, the knife couldn't even cut through this thick massive rock. When I was able to cut a slice, I did the first taste test. Although it didn't taste spoiled, it tasted like an old cake that was redressed. Kind of like what happened at Loblaws not too long ago, where they would redress old cakes that couldn't be sold.Eventually I didn't even bother taking it up with the owner because my initial impression while walking into the bakery felt sketchy. I was glad Metro was opened 24/7.This bakery gives Brampton a bad reputable. This bakery better step it up and actually care for t
1080;This is the worst McDonald's in the entire GTA. Ordered 2 Mcflurries at 11:37pm through the self serve machine while the store was empty. Took them until 11:55pm to take my order. Didn't get my mcflurries until 12:07am. Then my friend ordered at 11:31 through the self serve machine and didn't get his order until 12:21am. While he was walking back to our seat, the manager had the nerve to tell us to leave because it closes at 12am. WE COULDVE FINISHED OUR FOOD BEFORE 12 AM IF WE GOT OUR ORDER ON TIME. WAITED 30 MINUTES FOR 2 MCFLURRIES IN AN EMPTY 'RESTURANT' AND MY FRIEND WAITED AN HOUR. FIRE THEM ALL. GET NEW MANAGEMENT.
1081;Worst McDonalds ever. So very slow. Milkshake machine is perpetually broken. It's just close to work so it's ideal for coffee runs. Wish there were more options everybody liked.
1082;This is the worst McDonald's in Brampton I have been to this location many times because it's convenient and left unsatisfied pretty much every time today we went into try to get a fillet O fish and they tell us they have no fillets other times I have gone to get a mc flurry and they haven't had them I advise  no one eat here Boycot this McDonald's
1083;This is the worst McDonald's in Brampton bar none lmfao! The wait is always soooooo long, and in the summer they never had ice cream when I wanted ice cream. I ordered food many times later at night, always was super old. Like we got cold cheeseburgers! Old filet of fish that was like rock hard! Stale hard nuggets.. They always mess up orders! During the day: going into the restaurant.. I've only had a mcflurry. It tasted like a mcflurry!Ugh! And in the morning, they can't even get a coffee order right! I dont ever drink sugar in my coffee, what are you thinking McDonald's???I'm obviously the dumb one, who keeps giving them another chance LOL
1084;Pizza is good at this place but the guy in the counter needs training on customer service.  He comes off rude, hardly smiles and makes you feel like you are an inconvenience to him.
1085;We live around the corner from this place, and have to say the walk in special is pretty good, but then any fresh pizza tastes good.They mostly sell slices, that are all horrible, they are all dry and have hardly any cheese.Even worse, the staff treats customers like they are disturbing them. So, unless you are ordering something right out of the oven (the walk in special) avoid this place.
1086;Bd location, avoid it, we stopped eating in when the waitress spilled gravy on me, and we have the misfortune of being close enough that they are our delivery store.They screwed up the last 2 orders (forgot the gravy, then the Greek Salad) from now on I'll order pizza.
1087;I absolutely despise this location whether it is drive through, pick up or delivery. My order is never right, they are super slow and they don't care when they screw up. Out of the three ways to get food here, I think sitting and eating is the best option, however the amount of children screaming and crying inside makes me cringe. The drive through and delivery is always aggravating. My order has NEVER been right when I order swiss chalet. When I order Harvey's in the drive thru I have no issues (both drive thrus are the same place). Since they are already taking 10-15 minutes to get me my order for the drive thru window, why not take an extra minute or two to make sure it's right..it's not that hard esp if I'm the only person in the drive thru. I always have to double check my order, park and than go inside to get it fixed where I have to wait in line again. I REALLY HATE THIS LOCATION!
1088;World's slowest Swiss Chalet. They orders are never correct or on time. Even if you call ahead or order online it's still late. Then food some times looks like it's been tossed around.
1089;Ordered take out the other day. I'm not a huge Swiss chalet fan but it's nearby. I ordered the kids chicken tenders and they were so hard and full of batter. It definitely wasn't fresh. I had their apple pie and it was so cold and all broken up. The perogies made up for the meal but won't be getting anything from here anytime soon. Their drive thru is ridiculously long so might as well call ahead or order delivery to save yourself some gas.
1090;Worst over the phone experience. I called and placed and order for 2 half chicken dinners. I called back less then 2 minutes later just to change one of the side and was on hold for over 15 min. By the time I go though to someone they said they couldn't do anything because the order had already left the store. I was out on hold again and waited another 10 min for them to call the driver. Long story short, I'm very upset with the service.
1091;So true World's slowest Swiss Chalet. They orders are never correct or on time. small portions and overpriced. .. Then food some times looks like it's been tossed around looks more like a jail meal and it's even a insult for the jail food..
1092;I eat Swiss c weekly and this location refused to give me 2 salad dressings with my $13 salad!! I'm never going to be returning here again!what a joke
1093;the service was horrible we after we placed our order the food came, I am not sure if it was because we were using a coupon the waiter stop attending to us or something she never once came back around to check on our food or a drinks nothing. Once our meals were done she never brought wet naps or anything to clean out hands nothing. She came around to ask if we wanted deserts once we said no she dropped the bill and then never came back. About 10 mins went by I ask to speak the manager even the manager has such an attitude and treated myself and friend with much disrespect with me having an issue with the service. The manager said it's company policy as a customer I to ask for wet naps or napkins to wipe our hands that not longer just give you the stuff to clean your hand's  Long story short don't go to this location if you want a restaurant with good service.
1094;Found a baby roach in the bathroom. Food is cheap. They may be understaffed because Thali dishes looked like they were over the garbage for a while. I haven't been in 5 years, it has gone downhill since
1095;This place used to be decent before the new management. The food in buffet setting was not warm and everything tasted below par. By the time nan arrived already not so warm food was cold by then. I used to go their quite often but not any more. P.S. I had horrible time in the toilet next morning.
1096;Hopeless food!  I fell sick in my stomach whole eating itself.  Ordered a non veg thali. At 5 bucks it's really cheap.  But by the end of the meal,  I feel like I should have been paid 5 bucks.  I couldn't go through with it.
1097;Bought a veggie sub before a Jays game and when I got into the stadium I discovered they gave me chicken. Pretty pathetic getting an order that wrong. I wouldn't trust buying from them again.
1098;Disgusting. It's a franchise and they can't care less about the quality, appearance of food.. Brrr. Fountain drink was cold, therefore at least 1 star
1099;So I've been living in the Yonge and Eglinton area for about two years now. When I first moved in, I ordered a pizza from Gino's and was extremely disappointed by the quality. I figured maybe they were having an off night, so I didn't write them off completely.Last night I finally decided to give them another shot, and the quality was just as bad (if not worse).I ordered a large pie with bacon, sausage, onions, tomato, and mushroom. When I arrived to pick it up, it wasn't ready - which is fine I'm happy to wait a bit if it means I get a fresh pizza. (I should note that the interior of the store is actually pretty filthy and gross. Don't they ever clean up in there?)So I get the pizza home and excitedly take the first bite. It's terrible. The cheese and toppings are mediocre at best, but the real issue here is the sauce. Or the lack of sauce, I should say. There's so little on the pizza that it's basically non-existent. (This is the same issue I had the first time I ordered.)It's hard to imagine somet
1100;This is my first and hopefully last negative review. Bought a wagjag coupon for a $10 xl pizza with 4 toppings, thought it was a great deal. Couldn't call ahead and pre-order so I had to go there wait and pick it up, no big deal.When I went in and presented my coupon, the owner said: "you know I make no money off these things" and proceeded to rant to me about how I should support local business and throw away the coupon and purchase regular priced items instead. This guilt trip did not work on me and instead I just told him that there was no obligation to promote his business through wagjag, and all I did was want the item I paid wagjag for. End result, definitely shorted me on toppings and quality as a result of the coupon. I'll never give this location business again, totally unreasonable management.
1101;We ordered wings here through uberEATS. Onion rings were burnt. We ordered 1/2 pound of sweet and spicy Thai wings and 1/2 pound of Forty Creek Whiskey wings. They were terrible. Scrawny wings with barely any meat that were completely burnt. Barely any sauce. Immensely disappointing. When we tried calling the location they took no accountability saying they were unable to help as we ordered through uberEATS. Like they had no clue how to find the order. Even though we could provide them with the time the order was placed, the order number and the ITEMS ordered. I've lodged a complaint with uberEATS as well, but the terrible quality comes from this location. We will never order wings from here again. Don't waste your money here.
1102;The new location on the south side of Lawrence uses the "design" being rolled out everywhere. The result is way too loud. All hard surfaces means you cannot hear the person across from you. After 10 years, our regular Friday night crowd won't be coming here much more.:-(
1103;They changed their ribs recently to absolute garbage. I think they bought the $5 crap from the supermarket and are selling it for 5 times that.  This without a mention because they use to sell decent quality.
1104;I came here for my mother's birthday and was extremely disappointed.  I have been to many swiss chalets, I have even worked at one and tonight was the worst time I've ever had at a Swiss chalet. Our server  had 1 table in her section when we arrived and had a max of 4 tables for the night. Our server was never around, I felt she was hiding from the guests she was only seen when food was coming out of the kitchen. We needed refills but she was neglecting our table. The whole table finished there drinks and was not even offered a single refill by any staff Nor were we given water. We also were not given any water with lemon to wash our hands at all.   Majority of our party ordered ribs and was disappointed with not even a alcohol wipe to clean our hands. We were asked if we wanted the bill and responded yes and waited 15 minutes before asking another server to get the bill for us. My expectations were high as this is restaurant just opened. This is definitely not a great start for this location. Unfortunately t
1105;Ordered a 1/2 chicken combo with back ribs #10 combo. The sign in the store clearly states Combos INCLUDE pop or water. The hag there argued with me because my $27 combo didn't include a drink even though it's literally on the menu board in the store!Too bad I'm just another number.
1106;My wife and I had a very unsatisfying experience today. We had gone to the new location on the south side of Lawrence thinking we would have a great meal and service as all Swiss Chalet locations are known for. The place was not busy, because it was late lunchtime. I thought ... wonderful, we can get our lunch quickly. The manager was preoccupied with a staff member, but realized and acknowledged we were present and awaiting to be seated. But from my observation, I had a sneaky suspicion that there was inadequate staff. There was no one tending to customers at the front entrance.She had directed us to a location in the restaurant that had comfortable booths to sit in, but was obstructed by a wall with a tiny opening. She had promised that a server would tend to us as soon as possible. It was situated at the very back wall where it is difficult to see us and easy to forget. My wife and I had already decided what to order. I had the coupon for $12.99 double leg dinner, and my wife wanted to order a rotisserie
1107;By far the WORST experience and most poor customer service I have EVER seen. I actually left a really nice review before this 1 year ago, that I now deleted because this was so bad it made me disregard the entire thing. I dont know if they switched owners or something when they moved but FIRST OF ALL the "manager" or so the person who said they were in charge tonight. If I could swear on this review I would say alot worse things than how he is the biggest most disgusting jerk ive ever spoken to. First of all we made our order at 8:18pm, but didnt get our order for an hour and 24 mins. We got our food and let me tell you this was not worth the $41. All our food was cold and rolls were rock hard. So we gave them a call because this is ridiculous. The main customer service office said that the store manager said all we could get was $10 dollars off our order but considering I could have found better food at a mall food court that was not good enough. So we asked to speak to this "store manager" where he kept tel
1108;I just picked up a family pack for dinner and when I opened the food at home, the chicken was obviously overcooked. The wings were completely black and inedible, the dark meat was hard on the outside. I was close to making the trek back to return the meal but the family was hungry and didn't want to wait. Now anyone looking at the chicken could tell it was way overdone and someone had to cut it up and packed it in the container. If their staff is so uncaring about quality, what does that say about the restaurant?
1109;I remember when I was a kid, every so often I would go to a Lick's restaurant with my family.  The whole experience was great, employees were very live, cheerful and singing while making your order...it was very entertaining.  As the years past, more and more locations started to close which made me a bit sad because that was one of the few places I went to that reminds me of my childhood. Fast forward to last weekend...I was in the area and I was looking for a place to eat. I couldn't narrow it down to one location, but when I saw Lick's I thought I'd give it a shot for nostalgic reasons. In a way, I wanted to relive my experience that I had when I used to go to Lick's as a child. As soon as I entered, the place was near empty (during 5pm on a Saturday with only one person seated and two employees working). I figured I would still give it a shot since I'm here for the food as well.  The cashier that took my order seemed very displeased to be there - very far from welcoming. After I placed my order, I obser
1110;This place has gone downhill big time.Overpriced for what you get.Spent $12 on a combo, got about 6 onion rings and a burger which was pretty cold, it didn't even melt the cheese it was put directly on top of.Friend got a chili poutine and drink, came up to $9.50, huge rip-off.Do not go here if you want a good burger.
1111;Employee behind counter not very pleasant most of the time.  Doesn't change gloves after handling money.  Ewww.  Probably won't be back.  Have to tell friends about that.  It's a red flag for me.
1112;Horrible pizza place for having it twice in their name its definitely not good pizza will never choose pizza pizza again
1113;Ordered dinner from here a few weeks ago and i was shocked at how bland a pizza could taste. We ordere pepperoni pizza, dipping sauce, chicken wings and drinks. My husband said the wings were average tasting but we could not get over how bad the pizza tasted. We chose to go with the cheaper pizza place and were highly disappointed. Next time i will def spend more $ to get dominoes pizza or pizza hut.
1114;Absolute garbage service. Ordered a pizza at around 1 am since I was hungry and thid location was still open. An hour later it was still not here. I call them and they say no order at my address is listed on their record. So I order another one. It came within 37 minutes. 3 minutes more and I would have demanded it for free (they did give a time guarantee though). So I got my pizza which I ordered at 1 am, at around 2:45 am. And the pizza itself had barely any onions though I ordered onions on it, and was bland as hell.DO NOT ORDER HERE. FIND ANOTHER PIZZA PLACE. IT SUCKS.
1115;Absolute worst customer service experience ever. Ordered over the phone, order was not there when went to pick-up for a business lunch. Pizza pizza had called to confirm (1 time but was later told that they called 3 times and I was lying) but I missed the call. We arrived at the location 1 minute after I missed the call.Then proceeded to spend my entire lunch on the phone complaining to customer service, only to be told it was my fault and I should pay more attention next time. A supervisor called back an hour later, very pleasant, and gave me a credit.This culminated in me trying to use the credit today, and was told that no credit existed and I was lying about the call from the supervisor.I WILL NEVER EAT AT PIZZA PIZZA AGAIN. I have also told my colleagues who do lunch orderings and they will not order from Pizza Pizza again.
1116;Garbage pizza, tastes like cardboard.  Worst franchise in Toronto.  But the Asian cashier was very nice and friendly.
1117;I had a very bad experience from this store. I placed an order online for pick up. It was a panzerotti and while placing the order and about to check out I was informed to get a free dipping sauce, after everything I came to the store for pick up and then as I was about to receive the panzerotti, a man or one of the staff asked me for a code to get my free sauce, without the code I can't get my sauce. I didn't have a code cause it showed straight to my order that I will get it. It's included. The staff didn't care about my explanation, actually I didn't mind if I won't get the free sauce I just can't believe how that staff treated me, with that experience I called the office of pizza pizza and complain they said that I don't even have to show a code to get the free item. This store is so bad. The staff even said "I can't just give away everything in my store." I just can't believe how could he talk to his customer like that? Since then I didn't come to this store no more. No wonder the store was so empty. THE
1118;Pizza Pizza is hands down the worst pizza chain in all of the city. The quality of the ingredients is very bad and the taste of the pizza reminds you of why they are so cheap and affordable. Do yourself a favor spend a few bucks more and get a pizza that's actually worth eating. Like pizza Nova, which in my opinion is the best pizza chain or even pizzaville, at least they have a stone oven and their toppings and sauce is unique tasting.
1119;Cardboard-pizza but cheap, though the taste may have slightly improved in recent years... still quite bad. Not sure why they advertise as Ontarios #1 pizza.A while ago, we drove by this store to happily redeem the promotion for a free slice of pizza when Raptors won and scored over 100 pts... the employees denied knowledge of this promotion so I said no problem just call their headquarters to confirm while showing them my ticket stub since after all, we parked here for a free slice. After wasting much of my time by them discussing this back and forth with each other, they shook their head and said never heard it and nothing they can do, without having calling head office. Would have bought a slice since its cheap but I was just annoyed beyond belief at that point and left to eat Mr Congee.Skip this location if you want good service.
1120;This shop should be closed and the deposit not returned.  Poorly run and customer service is non existent.  The male manager returns from his smoke break and does not wash his hands before starting to make his next pizza.  If you want ash and we'll smoked pizza then this is your location. Otherwise keep driving or try the food court downstairs.
1121;The pizza was alright no extreme complaints but it wasn't that great for compliments.This place was horrible in terms of service. It was awful the way they treated us. A group of four or so went there after school and as students we have a lot of stuff. We went to put our stuff on a table and sat there for less than 2 minutes while we decided what to order. My friends had coupons so we proceeded to the register. The lady then started yelling at us saying that we can't sit there and that this was a business so we can't use the tables. After that we showed her coupons and she spent 5 minutes reading three sentences and forced us to pay tax since the coupon only said that the food was for free but we have to pay tax. The coupon was a buy one get one free. The lady there looked pissed off. Overall the experience was terrible. NEVER GOING BACK. Next time I'm going to the McDonald's or Tim Hortons downstairs in the food court by the library.
1122;I ordered a 2pc combo and he punched in 3. This is the only Popeye's I've seen that does not allow substitutions for side and drink. Well, he'd give both if I buy them separately (gravy and water). Really?!
1123;Super rude employees. Please don't go here. Whenever I visited, I feel like I'm begging for their foods. Everything here from food to service is below the standard. I wish I could give 0 star.
1124;I feel that places that are on University campuses strong arm the students that go to them, and sadly exactly that can be said about this Popeyes location. Being located on YorkU's Campus, they are one of the few "eatable" food offerings on campus. Having said that the staff is quite rude and lack any sort of customer service skills. I get that they get really busy, but that isn't an excuse to be rude to your customers (the same people who keep you in business). Customer service aside, the quality of the food served here is pretty bad and not up to the subpar level I expect from other Popeyes locations. If there is a day I don't get an upset stomach after eating food from here, it has been a good day! If you ever find yourself on YorkU's campus, do yourself a BIG favour and don't go here.
1125;My biggest pet peeve when it comes to burritos, especially those that are pressed down on a grill, is an interior that's both hot and cold. It's a jarring and completely avoidable scenario that thankfully has become fairly rare in this post-Burrito Boyz landscape.Enter Juan Gonzalez Taqueria.I arrived on a Tuesday at around lunchtime and the place was mostly empty. I decided to go with the carnitas burrito and asked for everything included and requested extra spice. (The latter provoked the cashier to tell me they don't include any hot sauce in their burritos but that I can add my own. A weird choice on their part but whatever, I guess.)I received the burrito a few minutes later and was pleasantly surprised to discover it comes with a handful of nachos and an impressively spicy salsa verde for dipping. I took one bite of the burrito, though, and felt an instant case of buyer's remorse.It's bad. As you may have guessed from my opening sentence, the meat-and-beans half of the burrito was hot and the oth
1126;avoid this place at at all cost!!! all cost i tell you!!!even juan avoids this place!!i'm going to keep it pretty simple, walked in with my gf waited 40 minutes after they messed up our order only to find out when we got home i bit in to my burrito it had a large piece of plastic in it!!look just avoid this place not worth the headache.don't be the unlucky juan eating from here!!!plastic!! she rolled the burrito with plastic in it!!I made this yelp account only to make this review, not a picky dude but this is ridiculous.
1127;Where do I start.Juan Gonzalez Taqueria is an affront to taco joints in the city. I haven't been to a Taco bell in about 20 years but I am fairly sure there would be more flavour in their horrid attempt at an Al Pastor taco than the pathetic plate that was served up to me at this place.At 3.99 per taco you might think it would be a damn fine taco. My Al Pastor taco was a pathetic mess of 60% overcooked pork that was seasoned with something that added no flavour, 10% pineapple that wasn't very ripe, 20% diced onion, and 10% cilantro.The ONLY redeeming feature was the bottled Horchata, which has a cinnamon stick inside the bottle to really bring out that flavour.If you want decent tacos, consider a walk to Kensington Market or further east along Queen. Definitely not recommended.
1128;I went to the one in Yorkdale Mall. I brought for my daughter the Sesame Chicken. The last thing in them waa chicken, it was just friend dough balls, just disgusting. Needless to say, never going back
1129;Rotten food!!!! Why waste my time with giving a rewrite because we all know it's not good but sometimes the kids crave noodles. I took one bite of the pork and knew it was rotten. I notified the staff and they didn't do anything about it.
1130;Stopped my Manchu Wok for the first time.  Absolutely the worse Chinese food I have every eaten in 56 years.The black pepper chicken did not have any meat in it whatsoever.  It consisted of big sticks of celery and mushrooms.  Portion size was not small but VERY SMALL.  Entries were 1 ounce with about 4 ounces of fried rice.The mixed vegetables were  like the black peppered chicken.  It contained 80% celery sticks. All food was so greasy that the entire bottom container of each entrée and fried rice was covered with oil when I finished the meal (if you call it a meal).They use heavily saturated oils so you actually will make a healthier choice by sticking with the burger and fries.I paid $7 for celery sticks and greasy fried rice.  Hopefully this company will go bankrupt and save a lot of people from getting food poisoning.
1131;The worst order ever. Food arrived 1 hour and 15 minutes after I ordered it. The food was cold, over cooked and oily. I used to like Popeyes Chicken, no longer. Left a bad taste in my mouth and a dent in my wallet at 50.00 bucks.
1132;Absolutely disgusting. Food was undercooked to the point of being cold, wet, soggy. I had to re-cook everything when I got home to make sure I didn't get sick. Got about 1/4 of the items I ordered, which took 1 hour of waiting. Paid for $40 worth of food, got about $20. Completely left out some items, gave me others out of carelessness. If I could give lower than 1 star, I would. This location is a terrible Popeyes.
1133;Unfortunately this place has fallen off completely with the new Indian workers.  They no longer make your chicken fresh to order and everything is now soggy since they just leave it under the heat lamp all day.  It was perfect when they first opened but it is now like your average ghetto Popeyes.  It is unbelievably greasy and soggy now.  When they first opened with the Filipino workers there it was perfectly dry and crispy on the outside and moist in the middle. Too bad.
1134;Bad. Just bad. Just go somewhere else. You'll be a lot happier you did.Poor service, quality and attitude. This is a management problem as the employees reflect their decisions.
1135;OMG Horrible, I mean I have come to expect to have to check every order that I order at any Popeyes, they are notorious for giving away other people's orders or screwing yours up completely. Forgetting fries, gravy, endless.Well this time the gravy was literally ice cold, nobody bothered to turn the machine on. The chicken was truly greasy and awful, tasted like it had been sitting there for days.
1136;A restaurant (Popeyes) agreed to give refund but has not. Still have Just Eat charge. Food was running 30 minutes late. Called resto, they said 5 more minutes.30 minutes later, food still later.Finally delivered, I was about to open bag in front of delivery boy to check food. He rushed me before I could, and told me it had everything inside of it. I believed him.Went back to my apartment, opened bag. Wrong order. Not enough food.At this point had to leave to catch a flight.I call the resto and their manager. He at first argues with me and says I am wrong.  Says he wil, get back to me. Makes me wait half an hour. Finally I call back. He says that yeah, order is wrong, and he had given us the wrong order.He agrees to refund me the money.Believe him. Check a few days later, charge is still in place. He lies yet again. Worst experience on Just Eat that I have ever had. Do not order from here. They are unprepared and WILL get your order wrong and be late. There are tons of other restaurants, and 
1137;Smells like sewage when I walked in, maybe they had a sewage back up with all the rain we had. Chicken sandwich had two slices of both ends of a tomatoe. Did not eat them. See pic posted. Slow service, felt like I was inconveniencing the staff.  I was the only customer in the store.
1138;I should have checked the reviews but I got off a long fight and for some reason was craving a burger. Well needless to say the reviews are right.  This place basically just is serving McDonald's or bk burgers on a crappy bun. 16 bucks for a burger and fries would be happy to pay that if it was goodBut good news is a walburgers is opening right across the hall. I've had there burgers in Dorchester when I lived down there and they weren't bad so hopefully there will be a better burger soon
1139;Cold bun, cold burger, for 20 bucks. Next time I'll just pick something out of the garbage and save myself from the rude service.
1140;In America these people wouldn't even be feeding the dogs. Disgusting, not to mention rude "employees", dirty tables and a 20 minute wait just because they have no clue how to run a FAST food joint. Seriously airport management, you award a food slot to these people?!? April fools every day at this place!
1141;Worst burger ever. Worst service. Ordered burger with toppings. Received burger missing toppings but free hair included. Staff would not give anew burger or refund. Offered missing toppings in ketchup cups for self assembly. Do yourself a favor and don't come here.
1142;Should've read the reviews before. Hands down the worst cheeseburger I've ever had. So bad it made me feel bad enough to write my first yelp review! Dry over-cooked tasteless meat, angry looking staff, and horrible bun. Not worth a cent.
1143;Worst service ever ! Very rude bar tender.  Burgers are not worth the price. Only decent food was sweet potato fries
1144;Rude,  slow,  misleading (once you pay you find out they're out of coke),  and serving people who sit at the bar out of order.... Worst burger ever,  and hopefully they'll give this prestigious  place to someone who wants to do an honest business.
